Data Source	Cell Type	TF/DNase/Histone	Treatment	AUC
ENCODE	K562	UBF	None	0.972937613
ENCODE	K562	UBTF	None	0.959713502
ENCODE	K562	USF2	None	0.975693893
ENCODE	K562	YY1	None	0.987589476
ENCODE	K562	Znf143	None	0.944074421
ENCODE	K562	ZNF263	None	0.953326066
ENCODE	K562	ZNF274	None	0.904586694
ENCODE	K562	ZNF274	None	0.968763005
ENCODE	MCF10A-Er-Src	c-Fos	EtOH_0.01pct	0.963971512
ENCODE	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_12hr	0.960625922
ENCODE	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_4hr	0.959027517
ENCODE	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_36hr	0.967452383
ENCODE	MCF10A-Er-Src	c-Myc	EtOH_0.01pct	0.939143395
ENCODE	MCF10A-Er-Src	c-Myc	4OHTAM_1uM_4hr	0.944818322
ENCODE	MCF10A-Er-Src	E2F4	4OHTAM_1uM_36hr	0.954649175
ENCODE	MCF10A-Er-Src	Pol2	EtOH_0.01pct	0.922814932
ENCODE	MCF10A-Er-Src	Pol2	4OHTAM_1uM_36hr	0.939841857
ENCODE	MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	0.939852889
ENCODE	MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	0.940040862
ENCODE	MCF10A-Er-Src	STAT3	EtOH_0.01pct	0.949604613
ENCODE	MCF10A-Er-Src	STAT3	4OHTAM_1uM_12hr	0.941868238
ENCODE	MCF10A-Er-Src	STAT3	4OHTAM_1uM_36hr	0.937041779
ENCODE	MCF-7	GATA3	None	0.886930238
ENCODE	MCF-7	GATA3	None	0.886741091
ENCODE	MCF-7	HA-E2F1	None	0.949822413
ENCODE	MCF-7	TCF7L2	None	0.858661973
ENCODE	MCF-7	ZNF217	None	0.848118147
ENCODE	NB4	c-Myc	None	0.94790317
ENCODE	NB4	Max	None	0.94842772
ENCODE	NB4	Pol2	None	0.970816371
ENCODE	NT2-D1	SUZ12	None	0.972178415
ENCODE	NT2-D1	YY1	None	0.978864593
ENCODE	NT2-D1	ZNF274	None	0.93498238
ENCODE	PANC-1	TCF7L2	None	0.855112491
ENCODE	PBDEFetal	GATA1	None	0.978166355
ENCODE	PBDE	GATA1	None	0.916151704
ENCODE	PBDE	Pol2	None	0.949940531
ENCODE	Raji	Pol2	None	0.956033225
ENCODE	SH-SY5Y	GATA2	None	0.911522
ENCODE	SH-SY5Y	GATA3	None	0.922067493
ENCODE	U2OS	KAP1	None	0.841825039
ENCODE	U2OS	SETDB1	None	0.888118337
ENCODE	K562	eGFP-FOS	None	0.980545894
ENCODE	K562	eGFP-GATA2	None	0.925967428
ENCODE	K562	eGFP-HDAC8	None	0.871677015
ENCODE	K562	eGFP-JunB	None	0.95368318
ENCODE	K562	eGFP-JunD	None	0.912266334
ENCODE	A549	CTCF	None	0.980130295
ENCODE	A549	Pol2	None	0.982873029
ENCODE	Fibrobl	CTCF	None	0.981871815
ENCODE	Gliobla	CTCF	None	0.978134528
ENCODE	Gliobla	Pol2	None	0.980156514
ENCODE	GM12878	c-Myc	None	0.982229796
ENCODE	GM12878	CTCF	None	0.985831773
ENCODE	GM12878	Pol2	None	0.951138698
ENCODE	GM12891	CTCF	None	0.9821865
ENCODE	GM12892	CTCF	None	0.97744353
ENCODE	GM19238	CTCF	None	0.977918476
ENCODE	GM19239	CTCF	None	0.981359735
ENCODE	GM19240	CTCF	None	0.982708421
ENCODE	H1-hESC	c-Myc	None	0.908110119
ENCODE	H1-hESC	CTCF	None	0.986875985
ENCODE	H1-hESC	Pol2	None	0.954169465
ENCODE	HeLa-S3	c-Myc	None	0.957545232
ENCODE	HeLa-S3	CTCF	None	0.984187942
ENCODE	HeLa-S3	Pol2	None	0.957584136
ENCODE	HepG2	c-Myc	None	0.985772573
ENCODE	HepG2	CTCF	None	0.994016875
ENCODE	HepG2	Pol2	None	0.93926514
ENCODE	HUVEC	c-Myc	None	0.979769686
ENCODE	HUVEC	CTCF	None	0.986121375
ENCODE	HUVEC	Pol2	None	0.976380267
ENCODE	K562	c-Myc	None	0.975766038
ENCODE	K562	CTCF	None	0.985064038
ENCODE	K562	Pol2	None	0.945326201
ENCODE	MCF-7	c-Myc	estrogen	0.960315887
ENCODE	MCF-7	c-Myc	serum_stimulated_media	0.971978034
ENCODE	MCF-7	c-Myc	serum_starved_media	0.968687553
ENCODE	MCF-7	c-Myc	vehicle	0.953557907
ENCODE	MCF-7	CTCF	estrogen	0.981391206
ENCODE	MCF-7	CTCF	serum_stimulated_media	0.980704433
ENCODE	MCF-7	CTCF	serum_starved_media	0.979472715
ENCODE	MCF-7	CTCF	None	0.979838543
ENCODE	MCF-7	CTCF	vehicle	0.976521378
ENCODE	MCF-7	Pol2	serum_stimulated_media	0.976611478
ENCODE	MCF-7	Pol2	serum_starved_media	0.97571619
ENCODE	MCF-7	Pol2	None	0.936080035
ENCODE	NHEK	CTCF	None	0.981416194
ENCODE	ProgFib	CTCF	None	0.983823373
ENCODE	ProgFib	Pol2	None	0.941608183
ENCODE	A549	CTCF	None	0.980516819
ENCODE	AG04449	CTCF	None	0.983765357
ENCODE	AG04450	CTCF	None	0.977151804
ENCODE	AG09309	CTCF	None	0.983302177
ENCODE	AG09319	CTCF	None	0.978638431
ENCODE	AG10803	CTCF	None	0.977521336
ENCODE	AoAF	CTCF	None	0.979742346
ENCODE	BE2_C	CTCF	None	0.97574316
ENCODE	BJ	CTCF	None	0.978398496
ENCODE	Caco-2	CTCF	None	0.988635523
ENCODE	GM06990	CTCF	None	0.98191206
ENCODE	GM12801	CTCF	None	0.996502725
ENCODE	GM12864	CTCF	None	0.981531864
ENCODE	GM12865	CTCF	None	0.984628427
ENCODE	GM12872	CTCF	None	0.981941695
ENCODE	GM12873	CTCF	None	0.979284916
ENCODE	GM12874	CTCF	None	0.98882658
ENCODE	GM12875	CTCF	None	0.987476619
ENCODE	GM12878	CTCF	None	0.98785186
ENCODE	HAc	CTCF	None	0.976731846
ENCODE	HA-sp	CTCF	None	0.984015439
ENCODE	HBMEC	CTCF	None	0.976293865
ENCODE	HCFaa	CTCF	None	0.984115128
ENCODE	HCM	CTCF	None	0.974272515
ENCODE	HCPEpiC	CTCF	None	0.973992452
ENCODE	HCT-116	CTCF	None	0.980889631
ENCODE	HEEpiC	CTCF	None	0.977928843
ENCODE	HEK293	CTCF	None	0.985357612
ENCODE	HeLa-S3	CTCF	None	0.987026193
ENCODE	HepG2	CTCF	None	0.986700938
ENCODE	HFF	CTCF	None	0.98567012
ENCODE	HFF-Myc	CTCF	None	0.980166064
ENCODE	HL-60	CTCF	None	0.995290976
ENCODE	HMEC	CTCF	None	0.97731847
ENCODE	HMF	CTCF	None	0.979199737
ENCODE	HPAF	CTCF	None	0.97531238
ENCODE	HPF	CTCF	None	0.981162912
ENCODE	HRE	CTCF	None	0.983818108
ENCODE	HRPEpiC	CTCF	None	0.982762541
ENCODE	HUVEC	CTCF	None	0.987302379
ENCODE	HVMF	CTCF	None	0.979175962
ENCODE	K562	CTCF	None	0.984701722
ENCODE	MCF-7	CTCF	None	0.97904426
ENCODE	NB4	CTCF	None	0.989070704
ENCODE	NHDF-neo	CTCF	None	0.973635355
ENCODE	NHEK	CTCF	None	0.980594139
ENCODE	NHLF	CTCF	None	0.981355452
ENCODE	RPTEC	CTCF	None	0.976336884
ENCODE	SAEC	CTCF	None	0.985072253
ENCODE	SK-N-SH_RA	CTCF	None	0.986237733
ENCODE	WERI-Rb-1	CTCF	None	0.985298064
ENCODE	WI-38	CTCF	None	0.933599362
ENCODE	8988T	DNase	None	0.916227929
ENCODE	AoSMC	DNase	None	0.926099102
ENCODE	Chorion	DNase	None	0.896601791
ENCODE	CLL	DNase	None	0.929688257
ENCODE	Fibrobl	DNase	None	0.837618333
ENCODE	FibroP	DNase	None	0.885514522
ENCODE	Gliobla	DNase	None	0.913480777
ENCODE	GM12891	DNase	None	0.930690554
ENCODE	GM12892	DNase	None	0.926744906
ENCODE	GM18507	DNase	None	0.929021144
ENCODE	GM19238	DNase	None	0.921118086
ENCODE	GM19239	DNase	None	0.92915918
ENCODE	GM19240	DNase	None	0.899605018
ENCODE	H9ES	DNase	None	0.938891042
ENCODE	HeLa-S3	DNase	IFNa4h	0.911019973
ENCODE	Hepatocytes	DNase	None	0.880267597
ENCODE	HPDE6-E6E7	DNase	None	0.929068026
ENCODE	HSMM_emb	DNase	None	0.933843872
ENCODE	HTR8svn	DNase	None	0.929463541
ENCODE	Huh-7.5	DNase	None	0.901122292
ENCODE	Huh-7	DNase	None	0.915994429
ENCODE	iPS	DNase	None	0.945574855
ENCODE	Ishikawa	DNase	Estradiol_100nM_1hr	0.909986955
ENCODE	Ishikawa	DNase	4OHTAM_20nM_72hr	0.912735532
ENCODE	LNCaP	DNase	androgen	0.918552097
ENCODE	MCF-7	DNase	Hypoxia_LacAcid	0.905220663
ENCODE	Medullo	DNase	None	0.867049581
ENCODE	Melano	DNase	None	0.846912337
ENCODE	Myometr	DNase	None	0.917322646
ENCODE	Osteobl	DNase	None	0.849374346
ENCODE	PanIsletD	DNase	None	0.915165302
ENCODE	PanIslets	DNase	None	0.894932905
ENCODE	pHTE	DNase	None	0.893098317
ENCODE	ProgFib	DNase	None	0.915919814
ENCODE	RWPE1	DNase	None	0.931544572
ENCODE	Stellate	DNase	None	0.926891942
ENCODE	T-47D	DNase	None	0.894863812
ENCODE	Adult_CD4_Th0	DNase	None	0.886577478
ENCODE	Urothelia	DNase	None	0.923661521
ENCODE	Urothelia	DNase	UT189	0.906836121
ENCODE	AG04449	DNase	None	0.930006899
ENCODE	AG04450	DNase	None	0.930016603
ENCODE	AG09309	DNase	None	0.929359046
ENCODE	AG09319	DNase	None	0.927794977
ENCODE	AG10803	DNase	None	0.935659885
ENCODE	AoAF	DNase	None	0.929435857
ENCODE	BE2_C	DNase	None	0.912425944
ENCODE	BJ	DNase	None	0.926974156
ENCODE	Caco-2	DNase	None	0.954875247
ENCODE	CD20+	DNase	None	0.919468598
ENCODE	CD34+_Mobilized	DNase	None	0.924381825
ENCODE	CMK	DNase	None	0.929426835
ENCODE	A549	DNase	None	0.890418152
ENCODE	GM12878	DNase	None	0.897741124
ENCODE	H1-hESC	DNase	None	0.923299238
ENCODE	HeLa-S3	DNase	None	0.885180054
ENCODE	HepG2	DNase	None	0.919592109
ENCODE	HMEC	DNase	None	0.879551546
ENCODE	HSMMtube	DNase	None	0.911300503
ENCODE	HSMM	DNase	None	0.907791182
ENCODE	HUVEC	DNase	None	0.906341981
ENCODE	K562	DNase	None	0.894801206
ENCODE	LNCaP	DNase	None	0.876830219
ENCODE	MCF-7	DNase	None	0.889672227
ENCODE	NHEK	DNase	None	0.913780762
ENCODE	Th1	DNase	None	0.866457743
ENCODE	GM06990	DNase	None	0.903810339
ENCODE	GM12864	DNase	None	0.919200843
ENCODE	GM12865	DNase	None	0.926646426
ENCODE	H7-hESC	DNase	None	0.915334262
ENCODE	HAc	DNase	None	0.928413189
ENCODE	HAEpiC	DNase	None	0.926356529
ENCODE	HA-h	DNase	None	0.919826813
ENCODE	HA-sp	DNase	None	0.867697898
ENCODE	HBMEC	DNase	None	0.927528579
ENCODE	HCFaa	DNase	None	0.925638161
ENCODE	HCF	DNase	None	0.931355586
ENCODE	HCM	DNase	None	0.932582968
ENCODE	HConF	DNase	None	0.929506815
ENCODE	HCPEpiC	DNase	None	0.920704965
ENCODE	HCT-116	DNase	None	0.925288883
ENCODE	HEEpiC	DNase	None	0.934639993
ENCODE	HFF-Myc	DNase	None	0.915749064
ENCODE	HFF	DNase	None	0.925394953
ENCODE	HGF	DNase	None	0.927578882
ENCODE	HIPEpiC	DNase	None	0.924921428
ENCODE	HL-60	DNase	None	0.911689318
ENCODE	HMF	DNase	None	0.937003028
ENCODE	HMVEC-dAd	DNase	None	0.927970887
ENCODE	HMVEC-dBl-Ad	DNase	None	0.933986549
ENCODE	HMVEC-dBl-Neo	DNase	None	0.926013082
ENCODE	HMVEC-dLy-Ad	DNase	None	0.924814712
ENCODE	HMVEC-dLy-Neo	DNase	None	0.930866889
ENCODE	HMVEC-dNeo	DNase	None	0.929098487
ENCODE	HMVEC-LBl	DNase	None	0.929870492
ENCODE	HMVEC-LLy	DNase	None	0.921729359
ENCODE	HNPCEpiC	DNase	None	0.930552748
ENCODE	HPAEC	DNase	None	0.924984105
ENCODE	HPAF	DNase	None	0.933284968
ENCODE	HPdLF	DNase	None	0.926225498
ENCODE	HPF	DNase	None	0.931043726
ENCODE	HRCEpiC	DNase	None	0.92099622
ENCODE	HRE	DNase	None	0.923713157
ENCODE	HRGEC	DNase	None	0.910649861
ENCODE	HRPEpiC	DNase	None	0.914398273
ENCODE	HVMF	DNase	None	0.911226229
ENCODE	Jurkat	DNase	None	0.921316128
ENCODE	Monocytes-CD14+_RO01746	DNase	None	0.936761651
ENCODE	NB4	DNase	None	0.929050126
ENCODE	NH-A	DNase	None	0.931603068
ENCODE	NHDF-Ad	DNase	None	0.93099557
ENCODE	NHDF-neo	DNase	None	0.926067145
ENCODE	NHLF	DNase	None	0.933954494
ENCODE	NT2-D1	DNase	None	0.925279951
ENCODE	PANC-1	DNase	None	0.895482475
ENCODE	PrEC	DNase	None	0.932420945
ENCODE	RPTEC	DNase	None	0.910771023
ENCODE	SAEC	DNase	None	0.93466458
ENCODE	SKMC	DNase	None	0.92714061
ENCODE	SK-N-MC	DNase	None	0.887014312
ENCODE	SK-N-SH_RA	DNase	None	0.93455333
ENCODE	Th2	DNase	None	0.903693939
ENCODE	WERI-Rb-1	DNase	None	0.915263699
ENCODE	WI-38	DNase	4OHTAM_20nM_72hr	0.913165502
ENCODE	WI-38	DNase	None	0.927943713
Roadmap Epigenomics	H1-hESC	H2AK5ac	None	0.855286485
Roadmap Epigenomics	H1-hESC	H2AZ	None	0.877808273
Roadmap Epigenomics	H1-hESC	H2BK120ac	None	0.799115301
Roadmap Epigenomics	H1-hESC	H2BK12ac	None	0.858628756
Roadmap Epigenomics	H1-hESC	H2BK15ac	None	0.889718556
Roadmap Epigenomics	H1-hESC	H2BK20ac	None	0.82657575
Roadmap Epigenomics	H1-hESC	H2BK5ac	None	0.85498484
Roadmap Epigenomics	H1-hESC	H3K14ac	None	0.889766817
Roadmap Epigenomics	H1-hESC	H3K18ac	None	0.856153943
Roadmap Epigenomics	H1-hESC	H3K23ac	None	0.869940476
Roadmap Epigenomics	H1-hESC	H3K23me2	None	0.953458437
Roadmap Epigenomics	H1-hESC	H3K27ac	None	0.854590133
Roadmap Epigenomics	H1-hESC	H3K27me3	None	0.880460603
Roadmap Epigenomics	H1-hESC	H3K36me3	None	0.787257098
Roadmap Epigenomics	H1-hESC	H3K4ac	None	0.858225186
Roadmap Epigenomics	H1-hESC	H3K4me1	None	0.848707008
Roadmap Epigenomics	H1-hESC	H3K4me2	None	0.909893944
Roadmap Epigenomics	H1-hESC	H3K4me3	None	0.975157792
Roadmap Epigenomics	H1-hESC	H3K56ac	None	0.895564106
Roadmap Epigenomics	H1-hESC	H3K79me1	None	0.876140053
Roadmap Epigenomics	H1-hESC	H3K79me2	None	0.850540813
Roadmap Epigenomics	H1-hESC	H3K9ac	None	0.941095619
Roadmap Epigenomics	H1-hESC	H3K9me3	None	0.823662003
Roadmap Epigenomics	H1-hESC	H4K20me1	None	0.866667691
Roadmap Epigenomics	H1-hESC	H4K5ac	None	0.857308915
Roadmap Epigenomics	H1-hESC	H4K8ac	None	0.920569291
Roadmap Epigenomics	H1-hESC	H4K91ac	None	0.820287086
Roadmap Epigenomics	K562	H2AZ	None	0.855786507
Roadmap Epigenomics	K562	H3K27ac	None	0.857188075
Roadmap Epigenomics	K562	H3K27me3	None	0.852758624
Roadmap Epigenomics	K562	H3K36me3	None	0.782507686
Roadmap Epigenomics	K562	H3K4me1	None	0.796461984
Roadmap Epigenomics	K562	H3K4me2	None	0.87826687
Roadmap Epigenomics	K562	H3K4me3	None	0.894743163
Roadmap Epigenomics	K562	H3K79me2	None	0.80976227
Roadmap Epigenomics	K562	H3K9ac	None	0.88137998
Roadmap Epigenomics	K562	H3K9me1	None	0.867193902
Roadmap Epigenomics	K562	H3K9me3	None	0.84840496
Roadmap Epigenomics	K562	H4K20me1	None	0.854237926
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H2AZ	None	0.881551294
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K27ac	None	0.799881824
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K27me3	None	0.804951071
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K36me3	None	0.74937051
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K4me1	None	0.80711605
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K4me2	None	0.897223267
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K4me3	None	0.88479179
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K79me2	None	0.770139004
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K9ac	None	0.909864158
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H3K9me3	None	0.804345817
Roadmap Epigenomics	Monocytes-CD14+RO01746 	H4K20me1	None	0.749077356
Roadmap Epigenomics	NH-A	H2AZ	None	0.934767598
Roadmap Epigenomics	NH-A	H3K27ac	None	0.848031379
Roadmap Epigenomics	NH-A	H3K27me3	None	0.833466472
Roadmap Epigenomics	NH-A	H3K36me3	None	0.769220198
Roadmap Epigenomics	NH-A	H3K4me1	None	0.820414747
Roadmap Epigenomics	NH-A	H3K4me2	None	0.886247085
Roadmap Epigenomics	NH-A	H3K4me3	None	0.925787673
Roadmap Epigenomics	NH-A	H3K79me2	None	0.787412218
Roadmap Epigenomics	NH-A	H3K9ac	None	0.881981118
Roadmap Epigenomics	NH-A	H3K9me3	None	0.825216761
Roadmap Epigenomics	NH-A	H4K20me1	None	0.794674629
Roadmap Epigenomics	NHDF-Ad	H2AZ	None	0.931131992
Roadmap Epigenomics	NHDF-Ad	H3K27ac	None	0.852408801
Roadmap Epigenomics	NHDF-Ad	H3K27me3	None	0.871336759
Roadmap Epigenomics	NHDF-Ad	H3K36me3	None	0.784559734
Roadmap Epigenomics	NHDF-Ad	H3K4me1	None	0.796366668
Roadmap Epigenomics	NHDF-Ad	H3K4me2	None	0.883695494
Roadmap Epigenomics	NHDF-Ad	H3K4me3	None	0.941376057
Roadmap Epigenomics	NHDF-Ad	H3K79me2	None	0.784712812
Roadmap Epigenomics	NHDF-Ad	H3K9ac	None	0.920399659
Roadmap Epigenomics	NHDF-Ad	H3K9me3	None	0.850783928
Roadmap Epigenomics	NHDF-Ad	H4K20me1	None	0.796275342
Roadmap Epigenomics	NHEK	H2AZ	None	0.884784553
Roadmap Epigenomics	NHEK	H3K27ac	None	0.834954473
Roadmap Epigenomics	NHEK	H3K27me3	None	0.866692751
Roadmap Epigenomics	NHEK	H3K36me3	None	0.786446663
Roadmap Epigenomics	NHEK	H3K4me1	None	0.792579472
Roadmap Epigenomics	NHEK	H3K4me2	None	0.858318585
Roadmap Epigenomics	NHEK	H3K4me3	None	0.914542448
Roadmap Epigenomics	NHEK	H3K79me2	None	0.789254437
Roadmap Epigenomics	NHEK	H3K9ac	None	0.886287624
Roadmap Epigenomics	NHEK	H3K9me1	None	0.821519818
Roadmap Epigenomics	NHEK	H3K9me3	None	0.814709628
Roadmap Epigenomics	NHEK	H4K20me1	None	0.801103916
Roadmap Epigenomics	NHLF	H2AZ	None	0.926474875
Roadmap Epigenomics	NHLF	H3K27ac	None	0.853606219
Roadmap Epigenomics	NHLF	H3K27me3	None	0.855970029
Roadmap Epigenomics	NHLF	H3K36me3	None	0.877441373
Roadmap Epigenomics	NHLF	H3K4me1	None	0.793240009
Roadmap Epigenomics	NHLF	H3K4me2	None	0.877536117
Roadmap Epigenomics	NHLF	H3K4me3	None	0.953142094
Roadmap Epigenomics	NHLF	H3K79me2	None	0.79262349
Roadmap Epigenomics	NHLF	H3K9ac	None	0.948620703
Roadmap Epigenomics	NHLF	H3K9me3	None	0.899914593
Roadmap Epigenomics	NHLF	H4K20me1	None	0.7941492
Roadmap Epigenomics	Osteoblasts	H2AZ	None	0.885201465
Roadmap Epigenomics	Osteoblasts	H3K27ac	None	0.808368045
Roadmap Epigenomics	Osteoblasts	H3K27me3	None	0.790067008
Roadmap Epigenomics	Osteoblasts	H3K36me3	None	0.76390523
Roadmap Epigenomics	Osteoblasts	H3K4me1	None	0.791758838
Roadmap Epigenomics	Osteoblasts	H3K4me2	None	0.868850981
Roadmap Epigenomics	Osteoblasts	H3K4me3	None	0.914134674
Roadmap Epigenomics	Osteoblasts	H3K79me2	None	0.781762062
Roadmap Epigenomics	Osteoblasts	H3K9me3	None	0.798136626

